"","name","date","mean","sitename","greenhouse","city","cultivar_id","site_id"
"194","height",2016-08-08 19:00:00,30.844,"MAC Field Scanner Field Plot 729 Season 2",FALSE,"Maricopa",6000000399,6000003325
"195","height",2016-08-08 19:00:00,30.844,"MAC Field Scanner Field Plot 728 Season 2",FALSE,"Maricopa",6000000399,6000003324
"196","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 727 Season 2",FALSE,"Maricopa",6000000251,6000003323
"197","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 726 Season 2",FALSE,"Maricopa",6000000251,6000003322
"198","height",2016-08-08 19:00:00,32.166,"MAC Field Scanner Field Plot 708 Season 2",FALSE,"Maricopa",6000000256,6000003304
"199","height",2016-08-08 19:00:00,32.166,"MAC Field Scanner Field Plot 795 Season 2",FALSE,"Maricopa",6000000286,6000003391
"200","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 794 Season 2",FALSE,"Maricopa",6000000286,6000003390
"201","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 765 Season 2",FALSE,"Maricopa",6000000290,6000003361
"202","height",2016-08-08 19:00:00,32.166,"MAC Field Scanner Field Plot 764 Season 2",FALSE,"Maricopa",6000000290,6000003360
"203","height",2016-08-08 19:00:00,32.827,"MAC Field Scanner Field Plot 802 Season 2",FALSE,"Maricopa",6000000294,6000003398
"204","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 803 Season 2",FALSE,"Maricopa",6000000294,6000003399
"205","height",2016-08-08 19:00:00,30.844,"MAC Field Scanner Field Plot 787 Season 2",FALSE,"Maricopa",6000000317,6000003383
"206","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 786 Season 2",FALSE,"Maricopa",6000000317,6000003382
