name,date,mean,sitename,greenhouse,city,cultivar_id
canopy_height,2016-05-31T07:00:00Z,19,MAC Field Scanner Season 1 Field Plot 24 E,FALSE,Maricopa,6000000237
canopy_height,2016-06-15T07:00:00Z,101,MAC Field Scanner Season 1 Field Plot 36 W,FALSE,Maricopa,6000000002
canopy_height,2016-05-31T07:00:00Z,19,MAC Field Scanner Season 1 Field Plot 23 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 23 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,34,MAC Field Scanner Season 1 Field Plot 22 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 22 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,18,MAC Field Scanner Season 1 Field Plot 21 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 21 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,18,MAC Field Scanner Season 1 Field Plot 20 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,17,MAC Field Scanner Season 1 Field Plot 20 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,16,MAC Field Scanner Season 1 Field Plot 19 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,17,MAC Field Scanner Season 1 Field Plot 19 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 18 E,FALSE,Maricopa,6000000237
canopy_height,2016-06-15T07:00:00Z,100,MAC Field Scanner Season 1 Field Plot 36 E,FALSE,Maricopa,6000000002
canopy_height,2016-06-15T07:00:00Z,95,MAC Field Scanner Season 1 Field Plot 76 W,FALSE,Maricopa,6000000034
canopy_height,2016-06-15T07:00:00Z,97,MAC Field Scanner Season 1 Field Plot 76 E,FALSE,Maricopa,6000000034
canopy_height,2016-06-15T07:00:00Z,110,MAC Field Scanner Season 1 Field Plot 85 W,FALSE,Maricopa,6000000100
canopy_height,2016-06-15T07:00:00Z,100,MAC Field Scanner Season 1 Field Plot 207 E,FALSE,Maricopa,6000000074
canopy_height,2016-06-23T07:00:00Z,147,MAC Field Scanner Season 1 Field Plot 263 E,FALSE,Maricopa,6000000063
canopy_height,2016-06-23T07:00:00Z,158,MAC Field Scanner Season 1 Field Plot 263 W,FALSE,Maricopa,6000000063
canopy_height,2016-06-23T07:00:00Z,142,MAC Field Scanner Season 1 Field Plot 266 W,FALSE,Maricopa,6000000003
canopy_height,2016-06-23T07:00:00Z,140,MAC Field Scanner Season 1 Field Plot 267 E,FALSE,Maricopa,6000000085
canopy_height,2016-06-23T07:00:00Z,148,MAC Field Scanner Season 1 Field Plot 267 W,FALSE,Maricopa,6000000085
canopy_height,2016-06-23T07:00:00Z,141,MAC Field Scanner Season 1 Field Plot 277 W,FALSE,Maricopa,6000000049
canopy_height,2016-06-23T07:00:00Z,116,MAC Field Scanner Season 1 Field Plot 291 W,FALSE,Maricopa,6000000002
canopy_height,2016-06-23T07:00:00Z,113,MAC Field Scanner Season 1 Field Plot 291 E,FALSE,Maricopa,6000000002
canopy_height,2016-06-23T07:00:00Z,128,MAC Field Scanner Season 1 Field Plot 299 W,FALSE,Maricopa,6000000004
canopy_height,2016-06-23T07:00:00Z,132,MAC Field Scanner Season 1 Field Plot 299 E,FALSE,Maricopa,6000000004
canopy_height,2016-06-23T07:00:00Z,110,MAC Field Scanner Season 1 Field Plot 351 E,FALSE,Maricopa,6000000011
canopy_height,2016-06-23T07:00:00Z,123,MAC Field Scanner Season 1 Field Plot 351 W,FALSE,Maricopa,6000000011
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 18 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,18,MAC Field Scanner Season 1 Field Plot 34 W,FALSE,Maricopa,6000000081
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 34 E,FALSE,Maricopa,6000000081
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 35 W,FALSE,Maricopa,6000000044
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 35 E,FALSE,Maricopa,6000000044
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 36 W,FALSE,Maricopa,6000000002
canopy_height,2016-05-31T07:00:00Z,26,MAC Field Scanner Season 1 Field Plot 36 E,FALSE,Maricopa,6000000002
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 37 E,FALSE,Maricopa,6000000055
canopy_height,2016-05-31T07:00:00Z,31,MAC Field Scanner Season 1 Field Plot 37 W,FALSE,Maricopa,6000000055
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 38 W,FALSE,Maricopa,6000000111
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 38 E,FALSE,Maricopa,6000000111
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 39 E,FALSE,Maricopa,6000000113
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 39 W,FALSE,Maricopa,6000000113
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 40 W,FALSE,Maricopa,6000000079
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 40 E,FALSE,Maricopa,6000000079
canopy_height,2016-05-31T07:00:00Z,29,MAC Field Scanner Season 1 Field Plot 41 W,FALSE,Maricopa,6000000022
